K	x:cd+graphics player v1.1l10	cdgplay
K	x:cd-rom bishoujo collection - yuu disk special	yuudisc
K	x:cd-rom bishoujo senshi collection - yuu disc special	yuudisc
K	x:cd-rom bishoujo senshi collection - yuu disc special (japan)	yuudisc
K	x:cd_graphics_player_v1.1l10	cdgplay
K	x:centurion - defender of rome	centur
K	x:centurion - defender of rome (japan)	centur
K	x:cg syndicate vol. 1 - lisa northpoint	cgsynd1
K	x:cg syndicate vol. 1 - lisa northpoint (japan)	cgsynd1
K	x:cgシンジケート vol.1 リサ・ノースポイント	cgsynd1
K	x:chiemi & naomi	chiemi
K	x:chiemi & naomi (japan)	chiemi
K	x:chiemi-and-naomi	chiemi
K	x:chuumon no ooi ryouriten	chuumon
K	x:chuumon no ooi ryouriten (japan)	chuumon
K	x:classic road	classrod
K	x:classic road (japan)	classrod
K	x:clearmind - shimoguchi yuuzan no shuuchuuryoku kaihatsu	clearmind
K	x:clearmind - shimoguchi yuuzan no shuuchuuryoku kaihatsu (japan)	clearmind
K	x:collector d	collecd
K	x:collector d (japan)	collecd
K	x:collector d - bangai-hen - gokurakudai nishichiku sales daisakusen	collecdb
K	x:collector d - bangai-hen - gokurakudai nishichiku sales daisakusen (japan)	collecdb
K	x:collector d – bangai-hen	c_collectordbangaihen
K	x:columns	columns
K	x:columns (cracked)	columns_cracked
K	x:computer zukan - shokubutsu-hen	czukan
K	x:computer zukan - shokubutsu-hen (japan)	czukan
K	x:config	confgrom
K	x:config-rom	confgrom
K	x:cover girls vol. 1	cvrgirls
K	x:cover girls vol. 1 - sexy photos with sophisticated sound (japan)	cvrgirls
K	x:cow panic (牛さん☆ぱにっく)	c_cowpanic
K	x:crayonnage	crayonag
K	x:crayonnage (japan)	crayonag
K	x:crescent	c_crescent
K	x:crescent moon	c_crescentmoon
K	x:cri gokan pack	c_crigokanpack
K	x:cri postman	postman
K	x:cri postman (japan)	postman
K	x:cri staccard	staccard
K	x:cri staccard (japan)	staccard
K	x:criss ver. 1.00	criss
K	x:criss ver. 1.00 (japan)	criss
K	x:crystal rinal - ouma no meikyuu	crystalr
K	x:crystal rinal - ouma no meikyuu (japan)	crystalr
K	x:crystal_rinal	crystalr
K	x:cubic sketch (v1.1 l10)	cubsketch
K	x:cubic sketch v1.1l10 (japan)	cubsketch
K	x:cubicsketch v1.1 l10	cubsketch
K	x:curse	curse
K	x:curse (japan)	curse
K	x:custom mate + denwa no bell ga...	cm1denwa
K	x:custom mate + denwa no bell ga... (japan)	cm1denwa
K	x:custom mate 2 + itsuka dokoka de	cm2itsuk
K	x:custom mate 2 + itsuka dokoka de (japan)	cm2itsuk
K	x:custommate	cm1denwa
K	x:custommate2	cm2itsuk
K	x:cyber motion (japan)	cybrmotn
K	x:cyber motion v1.0	cybrmotn
K	x:cyber sculpt (japan) (rev a)	cybsculp
K	x:cyber sculpt v1.0 (hmc-140a)	cybsculp
K	x:cybercity	cybrcity
K	x:cybercity (boot disk)	cybrcity
K	x:cybercity - the golden age of cybernetics (japan)	cybrcity
K	x:cyberia	cyberia
K	x:cyberia (japan)	cyberia
K	x:d-return	dreturn
K	x:d-return_disk_1	dreturn
K	x:d-return_disk_2	dreturn
K	x:d.p.s - dream program system	dps
K	x:d.p.s - dream program system (disk 1)	dps
K	x:d.p.s - dream program system (disk 2)	dps
K	x:d.p.s - dream program system sg	dpssg
K	x:d.p.s - dream program system sg set 2	dpssg2a
K	x:d.p.s - dream program system sg set 3	dpssg3a
K	x:d.p.s sg - dream program system sg	dpssg
K	x:d.p.s sg 2 - dream program system sg set 2	dpssg2
K	x:d.p.s sg 2 - dream program system sg set 2 (alt. system disk)	dpssg2a
K	x:d.p.s sg 3 - dream program system sg set 3	dpssg3
K	x:d.p.s sg 3 - dream program system sg set 3 (alt. disk 2)	dpssg3a
K	x:d.p.s. zenbu	dpszenbu
K	x:d.p.s. zenbu (japan)	dpszenbu
K	x:daifugou gakuen (v1.1)	daifugo
K	x:daifugou_gakuen	daifugo
K	x:daikoukai jidai	daikokai
K	x:daikoukai jidai (japan)	daikokai
K	x:daikoukai jidai (save disk)	daikokai
K	x:daikoukai jidai 2 (save disk)	daikok2
K	x:daikoukai jidai ii	daikok2
K	x:daikoukai jidai ii (japan)	daikok2
K	x:daisenryaku iii '90	daisenr3
K	x:daisenryaku iii '90 (game disk)	daisenr3
K	x:daisenryaku iii '90 (ninety) (japan)	daisenr3
K	x:daisenryaku iii '90 map collection vol. 1	dai3map1
K	x:daisenryaku iii '90 map collection vol. 2	c_daisenryaku390mapcollectionvol2
K	x:dalk	dalk
K	x:dalk (alt floppy disk)	dalka
K	x:dalk (boot disk)	dalk
K	x:dalk (japan)	dalk
K	x:dangel	dangel
K	x:dangel (japan)	dangel
K	x:daps for windows	dapsdemo
K	x:daps for windows (japan)	dapsdemo
K	x:dark dungeon + (ダーク・ダンジョン＋)	c_darkdungeon
K	x:darwin's dilemma - the solution is evolution	darwin
K	x:darwins_dilemma	darwin
K	x:date, the (japan)	date
K	x:day in the life of 2049, a - file 1 - 38-man kilo no kokuu (japan)	38man
K	x:de-ja ii (japan)	deja2
K	x:de.fana	defana
K	x:de.fana (japan)	defana
K	x:dead force – shinseiki kouboushi	c_deadforceshinseikikouboushi
K	x:dead of the brain - shiryou no sakebi	deadbrn
K	x:death brade	deathbrd
K	x:death brade (japan)	deathbrd
K	x:debian gnu/linux 1.3.1 with debian-jp packages	debian13
K	x:debian gnu/linux 2.0r2 with hamm-jp	debian20
K	x:debian-gnu-linux-1.3.1-jp-fmtowns.binary.laser5	debian13
K	x:debian-gnu-linux-1.3.1-jp-fmtowns.source.laser5	debian13
K	x:debian-gnu-linux-2.0r2-with-hamm-jp-i38-3cdset-binary-cd.laser5	debian20
K	x:debian-gnu-linux-2.0r2-with-hamm-jp-i38-3cdset-install-cd.laser5	debian20
K	x:debian-gnu-linux-2.0r2-with-hamm-jp-i38-3cdset-source.laser5	debian20
K	x:debian-gnu-linux-2.0r2-with-hamm-jp-laserdoc-1.0.laser5	debian20
K	x:debut shimasu... - nakagawa yuuko	debuts1
K	x:debut shimasu... 2 - nogami aki	debuts2
K	x:debut shimasu... vol. 1 - nakagawa yuuko (japan)	debuts1
K	x:debut2	debuts2
K	x:deep	deep
K	x:deep (japan)	deep
K	x:demon city	demoncit
K	x:demon city (japan)	demoncit
K	x:dengeki nurse	denurse
K	x:dengeki nurse (japan)	denurse
K	x:dengeki nurse 2 - more sexy	denurse2
K	x:dengeki nurse 2 - more sexy (japan)	denurse2
K	x:dengeki_nurse_2_disk_a	denurse2
K	x:dennou ehon - kyouryuu no sekai	kyosekai
K	x:dennou ehon - kyouryuu no sekai (japan)	kyosekai
K	x:derby stallion	dstall
K	x:derby stallion (japan)	dstall
K	x:desire - haitoku no rasen	desire
K	x:desire - haitoku no rasen (japan)	desire
K	x:de·ja ii	deja2
K	x:diamond players	diamondp
K	x:diamond players (japan)	diamondp
K	x:diamond_players	diamondp
K	x:die gekirin	diegekir
K	x:digital pinup girls vol. 1 - sexy shooting	digipin1
K	x:digital pinup girls vol. 1 - sexy shooting (japan)	digipin1
K	x:digital pinup girls vol. 2 - lovely shooting	digipin2
K	x:digital pinup girls vol. 2 - lovely shooting (japan)	digipin2
K	x:dinosaur	dinosaur
K	x:dinosaur_program_disk	dinosaur
K	x:dinosaur_scenario_disk_1	dinosaur
K	x:dinosaur_scenario_disk_2	dinosaur
K	x:disk megastore volume 1	megastor
K	x:disk_megastore_vol_1_disk_a	megastor
K	x:disk_megastore_vol_1_disk_b	megastor
K	x:dknight4_specialdisk_a	dknight4sp
K	x:dknight4_specialdisk_b	dknight4sp
K	x:dks2_specialdisk_a	dokyuse2sp
K	x:dks2_specialdisk_b	dokyuse2sp
K	x:dks2_specialdisk_c	dokyuse2sp
K	x:doda mega-mix!!!	dodamega
K	x:doda-mega mix (japan)	dodamega
K	x:doki doki disc cd-ban vol 1	c_dokidokidisccdbanvol1
K	x:doki doki disc cd-ban vol 2	c_dokidokidisccdbanvol2
K	x:doki doki disc cd-ban vol 3	c_dokidokidisccdbanvol3
K	x:doki doki disk cd-ban - club d.o. vol. 2	dokidok2
K	x:doki doki disk cd-ban - club d.o. vol. 3	dokidok3
K	x:doki doki disk cd-ban dai-1-kan - club d.o. jimukyoku	dokidok1
K	x:doki doki disk cd-ban vol. 1 (japan)	dokidok1
K	x:doki doki disk cd-ban vol. 2 (japan)	dokidok2
K	x:doki doki disk cd-ban vol. 3 (japan)	dokidok3
K	x:doki doki vacation - kirameku kisetsu no naka de	dokivact
K	x:doki doki vacation - kirameku kisetsu no naka de (japan)	dokivact
K	x:doki_doki_vacation_disk_a	dokivact
K	x:dor	dor
K	x:dor - best selection - gekan (japan) (disc 1)	dorbestg
K	x:dor - best selection - gekan (japan) (disc 2)	dorbestg
K	x:dor - best selection - joukan (japan) (disc 1)	dorbestj
K	x:dor - best selection - joukan (japan) (disc 2)	dorbestj
K	x:dor best selection gekan	dorbestg
K	x:dor best selection joukan	dorbestj
K	x:dor part 1	c_dorpart1
K	x:dor part 2	c_dorpart2
K	x:dor part 3	dor3
K	x:dor se (special edition) '93 (japan)	dorse93
K	x:dor se (special edition) sakigake - battle hold in ashikaga kougyou koukou (japan)	dorses
K	x:dor special edition '93	dorse93
K	x:dor special edition '93 (alt)	dorse93a
K	x:dor special edition sakigake	dorses
K	x:dor special edition 魁	dorses
K	x:dor_part3_scenario1	dor3
K	x:dor_part3_scenario2	dor3
K	x:dor_part3_scenario3	dor3
K	x:dor_part3_system_disk	dor3
K	x:dor_scenario1	dor
K	x:dor_scenario2	dor
K	x:dor_scenario3	dor
K	x:dor_system_disk	dor
K	x:dos6fd1	msdos62p3
K	x:dos6fd2	msdos62p3
K	x:dos6fd3	msdos62p3
K	x:dos6fd4	msdos62p3
K	x:dos6fd5	msdos62p3
K	x:dos6fd6	msdos62p3
K	x:doukyuusei	dokyusei
K	x:doukyuusei (japan)	dokyusei
K	x:doukyuusei 2	dokyuse2
K	x:doukyuusei 2 (japan)	dokyuse2
K	x:doukyuusei 2 special disk	dokyuse2sp
K	x:doushite ii ka wakaranai - ayanami rei kannou shashin-shuu	ayareiks
K	x:dps全部	dpszenbu
K	x:dr. stop (disk a)	drstop
K	x:dr. stop (disk b)	drstop
K	x:dr. stop!	drstop
K	x:dracula hakushaku - bishoujo-tachi no chi no shitatari	dracula
K	x:dracula hakushaku - bishoujo-tachi no chi no shitatari (japan)	dracula
K	x:dragon half	draghalf
K	x:dragon half (japan)	draghalf
K	x:dragon knight 4	dknight4
K	x:dragon knight 4 (japan)	dknight4
K	x:dragon knight 4 special disk	dknight4sp
K	x:dragon knight iii	dknight3
K	x:dragon knight iii (japan)	dknight3
K	x:dragon shock	drgshock
K	x:dragon shock (japan)	drgshock
K	x:dragon slayer - the legend of heroes	dsloh
K	x:dragon slayer - the legend of heroes ii	dsloh2
K	x:dragons of flame (japan)	drgnflam
K	x:drakkhen	drakkhen
K	x:drakkhen (japan)	drakkhen
K	x:dream fighters	dreamfgt
K	x:dream on bang2 project (japan)	planedge
K	x:dream program system sg (disk 1 - system)	dpssg
K	x:dream program system sg (disk 2 - kateikyoushi wa suteki na oshigoto)	dpssg
K	x:dream program system sg (disk 3 - fahnen fliegen)	dpssg
K	x:dream program system sg (disk 4 - nobunaga no inbou)	dpssg
K	x:dream program system sg set 2 (disk 1 - system)	dpssg2
K	x:dream program system sg set 2 (disk 2 - antique house)	dpssg2
K	x:dream program system sg set 2 (disk 3 - akai yoru)	dpssg2
K	x:dream program system sg set 2 (disk 4 - ikenai naika kenshin futatabi)	dpssg2
K	x:dream program system sg set 3 (disk 1 - system)	dpssg3
K	x:dream program system sg set 3 (disk 2 - sotsugyou)	dpssg3
K	x:dream program system sg set 3 (disk 3 - rabbit p4p)	dpssg3
K	x:dream program system sg set 3 (disk 4 - shinkonsan monogatari)	dpssg3
K	x:drive simulator - home navi v1.0 l01	drivesim
K	x:drive simulator – home navi (v1.0 l01)	drivesim
K	x:drive_simulator_program_disk	drivesim
K	x:drive_simulator_system_disk	drivesim
K	x:dungeon master (1989-11-14)	dmastero
K	x:dungeon master (1989-12-08)	dmaster
K	x:dungeon master (japan) (en,ja)	dmastero
K	x:dungeon master (japan) (en,ja) (rev 1)	dmaster
K	x:dungeon master - chaos strikes back (japan)	zokudm
K	x:dungeon master ii - skullkeep	dmaster2
K	x:dungeon master ii - skullkeep (japan)	dmaster2
K	x:dynamic english 2 - basic	dyneng2b
K	x:dynamic english 2 - basic (japan) (disc 1)	dyneng2b
K	x:dynamic english 3 - upper basic	dyneng3ub
K	x:dynamic english 3 - upper basic (japan) (disc 1) (version 1.0)	dyneng3ub
K	x:dynamic_english_3_upper_basic	dyneng3ub
K	x:dyned demo (ver 3.0)	dyneddemo
K	x:dyned demo disc	dyneddemo
K	x:dyned demo disc (japan)	dyneddemo
K	x:ed bogas' music machine (hme-144)	musicmaco
K	x:ed bogas' music machine (hme-144a)	musicmac
K	x:ed bogas' music machine (japan)	musicmaco
K	x:ed bogas' music machine (japan) (rev a)	musicmac
K	x:ed bogas' music machine lite	musicmaclto
K	x:ehon writer (v1.1 l10)	ehonwrit1110a
K	x:ehon writer - denshi ehon - aesop world dai-1-shuu	aesop1
K	x:ehon writer - denshi ehon - aesop world dai-1-shuu (japan)	aesop1
K	x:ehon writer school (v1.1 l21)	ehonwrit1120
K	x:ehon writer school v1.1 l20	ehonwrit1120
K	x:ehon writer school v1.1 l21	ehonwrit
K	x:ehon writer school v1.1 l21 (japan)	ehonwrit
K	x:ehon writer v1.1 l10 (fmb-3011)	ehonwrit1110
K	x:ehon writer v1.1 l10 (fmb-3011a)	ehonwrit1110a
K	x:ehon writer v1.1 l10 (japan)	ehonwrit1110
K	x:ehon writer v1.1 l10 (japan) (rev a)	ehonwrit1110a
K	x:ehonwrit	ehonwrit1120
K	x:eight lakes g.c. (japan) (course disc)	3dgolfel
K	x:eikan wa kimi ni 2 - koukou yakyuu zenkoku taikai (hmc-144)	eikanwa2o
K	x:eikan wa kimi ni 2 - koukou yakyuu zenkoku taikai (hmc-144a)	eikanwa2
K	x:eikan wa kimi ni 2 - koukou yakyuu zenkoku taikai (japan)	eikanwa2o
K	x:eikan wa kimi ni 2 - koukou yakyuu zenkoku taikai (japan) (rev a)	eikanwa2
K	x:eikan wa kimi ni 2 - kōkō yakyū zenkoku taikai	eikanwa2o
K	x:eikan wa kimi ni 3 - kōkō yakyū zenkoku taikai	c_eikanwakimini3kkyakyzenkokutaikai
K	x:eimmy (amy) to yobanaide - please don’t call me amy	eimmy
K	x:eimmy to yobanaide	eimmy
K	x:eimmy to yobanaide - please don't call me eimmy (japan)	eimmy
K	x:elfish	elfish
K	x:elfish (japan)	elfish
K	x:elfish lite	elfishlt
K	x:elfish lite (japan)	elfishlt
K	x:elle	elle
K	x:elle_disk_a	elle
K	x:elle_disk_b	elle
K	x:elle_disk_c	elle
K	x:elle_disk_d	elle
K	x:elle_disk_e	elle
K	x:elm knight - a living body armor	elmknigt
K	x:emerald dragon	emeraldd
K	x:emerald dragon (japan)	emeraldd
K	x:emerald dragon (system disk)	emeraldd
K	x:emit vol. 1 - toki no maigo (demo)	emit1d
K	x:emit vol. 1 - toki no maigo (japan) (demo)	emit1d
K	x:emit vol. 1 - toki no maigo (japan) (en,ja)	emit1
K	x:emit vol. 1 - toki no maigo (version 1.20 release 1.00)	emit1o
K	x:emit vol. 1 - toki no maigo (version 1.30 release 2.00, 1994-04-26)	emit1a
K	x:emit vol. 1 - toki no maigo (version 1.30 release 2.00, 1995-01-20)	emit1
K	x:emit vol. 2 - inochigake no tabi	emit2
K	x:emit vol. 2 - inochigake no tabi (japan) (en,ja)	emit2
K	x:emit vol. 3 - watashi ni sayonara o	emit3
K	x:emit vol. 3 - watashi ni sayonara o (japan) (en,ja)	emit3
K	x:emit1_v1.20_r1.00	emit1o
K	x:emit1_v1.30_r2.00_1994-04-26	emit1a
K	x:emit1_v1.30_r2.00_1995-01-20	emit1
K	x:emit2	emit2
K	x:emit3	emit3
K	x:engage errands - miwaku no shito-tachi	engerrnd
K	x:engage errands - miwaku no shito-tachi (japan)	engerrnd
K	x:engage errands ii - hikari o ninau mono	engerrn2
K	x:engage errands ii - kouki o ninau mono (japan)	engerrn2
K	x:engage_errands_2	engerrn2
K	x:enkaiou	enkaio
K	x:enkaiou (japan)	enkaio
K	x:enkaiou no gyakushuu ver 2 – return of enkaiou	enkaio2
K	x:enkaiou no gyakushuu ver. 2 - return of enkaio	enkaio2
K	x:enkaiou no gyakushuu ver. 2 - return of enkaio (japan)	enkaio2
K	x:enkaiou ver. 3 - chikyuu saidai no kessen	enkaio3
K	x:enkaiou ver. 3 - chikyuu saidai no kessen (japan)	enkaio3
K	x:erande tameseru taiken soft – highlight 20	c_erandetameserutaikensofthighlight20
K	x:etsuraku no gakuen	etsuraku
K	x:etsuraku no gakuen (japan)	etsuraku
K	x:euphony ii & mtr v1.1 l20 (japan)	eup2mtr
K	x:euphony ii & score v1.1 l10 (japan)	eup2sc
K	x:euphony ii / mtr (v1.1 l20)	eup2mtr
K	x:euphony ii / mtr v1.1 l20	eup2mtr
K	x:euphony ii / score v1.1 l10	eup2sc
K	x:euphony ii /score (v1.1 l10)	eup2sc
K	x:europa sensen	eurosens
K	x:europa sensen (japan)	eurosens
K	x:europa_sensen	eurosens
K	x:evolution	evolutn
K	x:evolution (japan)	evolutn
K	x:excellent 10	excel10
K	x:excellent 10 (japan)	excel10
K	x:exciting cd	excitcd
K	x:exciting cd '94 summer	excd94s
K	x:exciting cd '94 summer (japan) (disc 1)	excd94s
K	x:exciting cd '94 summer (japan) (disc 2)	excd94s
K	x:exciting cd (car marty)	excitcdcm
K	x:exciting cd (japan) (disc 1)	excitcd
K	x:exciting cd (japan) (disc 1) (car marty)	excitcdcm
K	x:exciting cd (japan) (disc 2)	excitcd
K	x:exciting cd (japan) (disc 2) (car marty)	excitcdcm
K	x:exciting cd 20	c_excitingcd20
K	x:exgmaze	exgmaze
K	x:eye of the beholder 2	c_eyeofbeholder2
K	x:eye of the beholder ii - the legend of darkmoon (japan)	eyebeho2
K	x:f basic386 (v1.1 l10) (rev b)	fbas2110
K	x:f basic386 compiler (v1.1 l21) (rev d)	fbc2120
K	x:f-basic 386 v1.1l20 (japan)	fbas1120
K	x:f-basic386 compiler v1.1 l21	fbc1121
K	x:f-basic386 compiler v1.1 l21 (japan) (rev d)	fbc1121
K	x:f-basic386 compiler v2.1 l10	fbc2110
K	x:f-basic386 compiler v2.1 l20	fbc2120
K	x:f-basic386 compiler v2.1 l20 (japan)	fbc2120
K	x:f-basic386 compiler v2.1l10 (japan)	fbc2110
K	x:f-basic386 v1.1 l10	fbas1110
K	x:f-basic386 v1.1 l10 (japan)	fbas1110
K	x:f-basic386 v1.1 l10 (japan) (rev b)	fbas1110b
K	x:f-basic386 v1.1 l10b	fbas1110b
K	x:f-basic386 v1.1 l20	fbas1120
K	x:f-basic386 v1.1 l21	fbas1121
K	x:f-basic386 v1.1l21 (japan)	fbas1121
K	x:f-basic386 v2.1 l10	fbas2110
K	x:f-basic386 v2.1 l10 (japan)	fbas2110
K	x:f-basic86hg interpreter v1.2 l31a	fbhi1231
K	x:f-basic86hg interpreter/compiler v1.2 l31a	fbhc1231
K	x:f29 retaliator	f29ret
K	x:f29 retaliator (japan)	f29ret
K	x:f29-retaliator	f29ret
K	x:fb86compiler	fbhi1231
K	x:fb86interpreter	fbhc1231
K	x:final blow	finalb
K	x:final blow (japan)	finalb
K	x:flashback	flashb
K	x:flashback (japan)	flashb
K	x:floppy bunko 03 - bishoujo graphic data shuu vol. 1	c_floppybunko03bishoujographicdatashuuvol1
K	x:floppy bunko 04 - bishoujo graphic data shuu vol. 2	c_floppybunko04bishoujographicdatashuuvol2
K	x:floppy bunko 06 - bishoujo graphic data shuu vol. 3	c_floppybunko06bishoujographicdatashuuvol3
K	x:floppy bunko 09 - bishoujo graphic data shuu vol. 4	c_floppybunko09bishoujographicdatashuuvol4
K	x:floppy bunko 1	c_floppybunko1
K	x:floppy bunko 10 - all bishoujo art graphics vol. 1	c_floppybunko10allbishoujoartgraphicsvol1
K	x:floppy bunko 11 - listener's club 0990 vol. 2	c_floppybunko11listenersclub0990vol2
K	x:floppy bunko 12	c_floppybunko12
K	x:floppy bunko 13 - bishoujo graphic data shuu vol. 5	c_floppybunko13bishoujographicdatashuuvol5
K	x:floppy bunko 14 – sadistic gamers syndrome – episode 1	c_floppybunko14sadisticgamerssyndromeepiso
K	x:floppy bunko 15 - bishoujo graphic data shuu vol. 6	c_floppybunko15bishoujographicdatashuuvol6
K	x:floppy bunko 16 - bishoujo graphic data shuu vol. 7	c_floppybunko16bishoujographicdatashuuvol7
K	x:floppy bunko 17 - all bishoujo art graphics vol. 2	c_floppybunko17allbishoujoartgraphicsvol2
K	x:floppy bunko 18 - bishoujo graphic data shuu vol. 8	c_floppybunko18bishoujographicdatashuuvol8
K	x:floppy bunko 19 - bishoujo graphic data shuu vol. 9	c_floppybunko19bishoujographicdatashuuvol9
K	x:floppy bunko 2	c_floppybunko2
K	x:floppy bunko 20 - all bishoujo art graphics vol. 3	c_floppybunko20allbishoujoartgraphicsvol3
K	x:floppy bunko 21 - all bishoujo art graphics vol. 4	c_floppybunko21allbishoujoartgraphicsvol4
K	x:floppy bunko 22 - bishoujo graphic data shuu vol. 10	c_floppybunko22bishoujographicdatashuuvol1
K	x:floppy bunko 23	c_floppybunko23
K	x:floppy bunko 24 – sadistic gamers syndrome – episode 2	c_floppybunko24sadisticgamerssyndromeepiso
K	x:floppy bunko 25 – sadistic gamers syndrome – episode 3	c_floppybunko25sadisticgamerssyndromeepiso
K	x:floppy bunko 5	c_floppybunko5
K	x:floppy bunko 7	c_floppybunko7
K	x:floppy bunko 8	c_floppybunko8
K	x:fly! ball guy (翔べ！ボール野郎)	c_flyballguy
K	x:flying carpet (フライングカーペット)	c_flyingcarpet
K	x:fm series software taikenban cd (windows 3.1)	c_fmseriessoftwaretaikenbancd
K	x:fm towns appli jikkou set (townsgear, f-basic386) (v2.1 l20)	applijs
K	x:fm towns appli jikkou set (townsgear, f-basic386) v2.1 l20	applijs
K	x:fm towns appli jikkou set (townsgear, f-basic386) v2.1 l20 (japan)	applijs
K	x:fm towns application catalog cd	fmtappc
K	x:fm towns application catalog cd-rom - original soft-hen	fmtappc
K	x:fm towns application catalog cd-rom - original soft-hen (japan)	fmtappc
K	x:fm towns demonstartion cd – the galaxy of fm towns	c_fmtownsdemonstartioncdgalaxyoffmtowns
K	x:fm towns demonstration cd-rom '90. fuyu - the galaxy of fm towns	demo90f
K	x:fm towns demonstration cd-rom '90. fuyu - the galaxy of fm towns (japan)	demo90f
K	x:fm towns demonstration cd-rom '90. fuyu - the galaxy of fm towns (japan) (floppy 0)	demo90f
K	x:fm towns demonstration cd-rom 1992-nen haru-gou	demo92sp
K	x:fm towns demonstration cd-rom 1992-nen haru-gou (japan)	demo92sp
K	x:fm towns demonstration cd-rom 1993-nen haru-gou	demo93sp
K	x:fm towns demonstration cd-rom 1993-nen haru-gou (japan)	demo93sp
K	x:fm towns flexdata collection vol. 1 - e to oto no 365-nichi	flexdata
K	x:fm towns flexdata collection vol. 1 - e to oto no 365-nichi (japan)	flexdata
K	x:fm towns free soft nyuumon kit	fsnkit
K	x:fm towns free soft nyuumon kit (japan)	fsnkit
K	x:fm towns hyper cd demo futoppara no. 1	fmthcdd1
K	x:fm towns ii demonstration cd 93 winter (rev a)	demo93w
K	x:fm towns ii demonstration cd 94 spring	demo94sp
K	x:fm towns ii demonstration cd 94 summer	demo94su
K	x:fm towns ii demonstration cd-rom '93 winter	demo93w
K	x:fm towns ii demonstration cd-rom '93 winter (japan) (rev a)	demo93w
K	x:fm towns ii demonstration cd-rom '94 spring	demo94sp
K	x:fm towns ii demonstration cd-rom '94 spring (japan)	demo94sp
K	x:fm towns ii demonstration cd-rom '94 summer	demo94su
K	x:fm towns ii demonstration cd-rom '94 summer (japan)	demo94su
K	x:fm towns marty tentou auto demo '93 natsu	martydemo
K	x:fm towns marty tentou auto demo '93 natsu (japan)	martydemo
K	x:fm towns shougaku ongaku (5-6-nensei-you)	ongaku56
K	x:fm towns super technology demo 1993 (hme-219)	fmtstdemo
K	x:fm towns super technology demo 1993 (hme-219a)	fmtstdem
K	x:fm towns super technology demo 1993 (hme-919)	fmtstdema
K	x:fm towns super technology demo 1993 (japan)	fmtstdemo
K	x:fm towns super technology demo 1993 (japan) (hibaihin)	fmtstdema
K	x:fm towns super technology demo 1993 (japan) (rev a)	fmtstdem
K	x:fm towns world	fmtworld
K	x:fm towns world (japan)	fmtworld
K	x:fmr-towns_kihon_dos_tools_disk1	fmtools
K	x:fmr-towns_kihon_dos_tools_disk2	fmtools
K	x:fmr/towns kihon dos tools	fmtools
K	x:fortress	fortress
K	x:fouge vol 2 – masuo per masuo	masuoo
K	x:fouge vol. 1 - ki - japan - maeda shinzo no sekai (japan)	kijapan
K	x:fouge vol. 1 - ki - japan - maeda shinzou no sekai	kijapan
K	x:fouge vol. 2 - masuo per masuo - ikeda masuo hanga-shuu (1994-07-08)	masuoo
K	x:fouge vol. 2 - masuo per masuo - ikeda masuo hanga-shuu (1995-03-31)	masuo
K	x:fouge vol. 2 - masuo per masuo - ikeda masuo hanga-shuu (japan)	masuoo
K	x:fouge vol. 2 - masuo per masuo - ikeda masuo hanga-shuu (japan) (rerelease)	masuo
K	x:fractal engine demo	fractal
K	x:fractal engine demo (japan)	fractal
K	x:frecolle marty 1 – free software collection	c_frecollemarty1freesoftwarecollection
K	x:free software collection 1	c_freesoftwarecollection1
K	x:free software collection 10	fsc10
K	x:free software collection 10 (japan)	fsc10
K	x:free software collection 11	fsc11
K	x:free software collection 11 (japan)	fsc11
K	x:free software collection 2	c_freesoftwarecollection2
K	x:free software collection 3	c_freesoftwarecollection3
K	x:free software collection 4	fsc4
K	x:free software collection 4 (japan) (disc 1) (program disk)	fsc4
K	x:free software collection 4 (japan) (disc 2) (library disk)	fsc4
K	x:free software collection 5 (hmd-117)	fsc5o
K	x:free software collection 5 (hmd-117a)	fsc5a
K	x:free software collection 5 (hmd-117b)	fsc5
K	x:free software collection 5 (japan)	fsc5o
K	x:free software collection 5 (japan) (rev a)	fsc5a
K	x:free software collection 5 (japan) (rev b)	fsc5
K	x:free software collection 6 (hme-141)	fsc6o
K	x:free software collection 6 (hme-141a)	fsc6
K	x:free software collection 6 (japan)	fsc6o
K	x:free software collection 6 (japan) (rev a)	fsc6
K	x:free software collection 7 (hme-225)	fsc7o
K	x:free software collection 7 (hme-225a)	fsc7
K	x:free software collection 7 (japan)	fsc7o
K	x:free software collection 7 (japan) (rev a)	fsc7
K	x:free software collection 8	fsc8
K	x:free software collection 8 (japan)	fsc8
K	x:free software collection 9	fsc9
K	x:free software collection 9 (japan)	fsc9
K	x:free software collection marty 1	fscmarty
K	x:free software collection marty.1 (japan)	fscmarty
K	x:free ware collection 1 (japan)	fwc1
K	x:free ware collection 2 (japan)	fwc2
K	x:free ware collection 3 (japan)	fwc3
K	x:free will - knight of argent	freewill
K	x:free will - knight of argent (japan)	freewill
K	x:freeware collection 1	fwc1
K	x:freeware collection 2	fwc2
K	x:freeware collection 3	fwc3
K	x:frog feast (mode 7 demo)	frogfstd
K	x:frog feast demo	frogfstd
K	x:fujitsu air warrior (v1.1)	c_fujitsuairwarrior
K	x:fujitsu air warrior (v1.2 l10)	c_fujitsuairwarrior
K	x:fujitsu air warrior (v1.2 l11)	c_fujitsuairwarrior
K	x:fujitsu air warrior (v2.1 l10)	c_fujitsuairwarrior
K	x:fujitsu air warrior v1.1 (japan)	airwar11
K	x:fujitsu air warrior v1.2 (japan)	airwar1210
